tackle_name,dir_data_files,dir_destination,calib_project_dir,mass_of_player,start_tackle_frame,end_tackle_frame,GP_used
Tackle6_session12_set2,/home/uct/Desktop/RugbyProject/Spreadsheet/,/home/uct/Desktop/RugbyProject/Spreadsheet/,/home/uct/Desktop/RugbyProject/CameraCalibration/Projects/Session12_Set2_c,877/10,92,182,134
